 ,101
632,630
633,718
634,776
635,793
636,869
637,949
638,991
639,973
640,1095
641,1093
642,1115
643,1121
644,1075
645,1078
646,1111
647,1115
648,1097
649,1030
650,1058
651,963
652,955
653,917
654,918
655,830
656,743
657,690
658,622
659,570
660,589
661,489
662,424
663,434
664,327
665,333
666,272
667,249
668,251
669,192
670,182
671,136
672,152
673,123
674,103
675,104
676,85
677,77
678,76
679,70
680,81
681,73
682,72
683,60
684,66
685,54
686,70
687,62
688,50
689,73
690,69
691,49
692,47
693,65
694,60
695,55
696,67
697,71
698,47
699,55
700,52
701,51
702,51
703,58
704,61
705,50
706,44
707,52
708,63
709,58
710,66
711,65
712,50
713,63
714,51
715,65
716,54
717,72
718,66
719,61
720,52
721,55
722,67
723,61
724,51
725,62
726,49
727,42
728,47
729,52
730,49
731,61
732,54
733,63
734,70
735,60
736,49
737,51
738,56
739,54
740,56
741,51
742,41
743,59
744,69
745,68
746,56
747,56
748,53
749,59
750,64
751,66
752,53
753,53
754,64
755,46
756,64
757,59
758,51
759,73
760,67
761,60
762,66
763,45
764,41
765,49
766,62
767,76
768,48
769,68
770,52
771,67
772,50
773,48
774,64
775,59
776,53
777,56
778,57
779,56
780,45
781,62
782,65
783,69
784,52
785,66
786,45
787,50
788,55
789,67
790,58
791,59
792,56
793,64
794,64
795,62
796,58
797,68
798,62
799,63
800,72
801,56
802,56
803,47
804,74
805,53
806,41
807,61
808,51
809,65
810,54
811,56
812,69
813,59
814,39
815,59
816,68
817,65
818,67
819,56
820,62
821,64
822,59
823,61
824,72
825,49
826,66
827,68
828,63
829,58
830,60
831,56
832,59
833,63
834,74
835,71
836,77
837,85
838,55
839,62
840,53
841,60
842,71
843,64
844,81
845,74
846,57
847,69
848,62
849,74
850,77
851,72
852,72
853,61
854,66
855,50
856,86
857,73
858,65
859,77
860,78
861,72
862,69
863,81
864,83
865,78
866,78
867,72
868,87
869,83
870,83
871,62
872,67
873,81
874,87
875,79
876,84
877,75
878,80
879,75
880,66
881,80
882,83
883,69
884,84
885,83
886,63
887,94
888,65
889,79
890,77
891,77
892,78
893,84
894,77
895,64
896,64
897,87
898,64
899,84
900,64
901,82
902,75
903,61
904,93
905,77
906,98
907,73
908,79
909,81
910,79
911,83
912,91
913,77
914,63
915,87
916,89
917,81
918,77
919,81
920,83
921,68
922,68
923,77
924,103
925,66
926,68
927,83
928,76
929,88
930,73
931,79
932,83
933,89
934,82
935,82
936,99
937,82
938,97
939,66
940,87
941,84
942,81
943,91
944,68
945,78
946,95
947,104
948,70
949,81
950,95
951,102
952,83
953,93
954,95
955,99
956,74
957,94
958,85
959,70
960,91
961,103
962,85
963,95
964,93
965,100
966,81
967,94
968,101
969,94
970,82
971,73
972,98
973,87
974,94
975,104
976,89
977,90
978,114
979,119
980,92
981,108
982,85
983,88
984,91
985,101
986,109
987,92
988,99
989,102
990,105
991,105
992,99
993,84
994,104
995,112
996,108
997,102
998,94
999,118
1000,103
1001,102
1002,101
1003,90
1004,93
1005,85
1006,98
1007,99
1008,107
1009,100
1010,108
1011,109
1012,113
1013,122
1014,106
1015,98
1016,97
1017,91
1018,101
1019,96
1020,122
1021,110
1022,113
1023,0
