 ,35
1357,254
1358,300
1359,295
1360,262
1361,303
1362,261
1363,341
1364,302
1365,290
1366,273
1367,288
1368,295
1369,294
1370,308
1371,282
1372,267
1373,300
1374,326
1375,330
1376,308
1377,315
1378,304
1379,323
1380,312
1381,328
1382,322
1383,311
1384,312
1385,334
1386,328
1387,299
1388,353
1389,358
1390,348
1391,356
1392,378
1393,353
1394,358
1395,327
1396,344
1397,341
1398,349
1399,336
1400,303
1401,365
1402,320
1403,362
1404,326
1405,331
1406,364
1407,347
1408,327
1409,371
1410,367
1411,362
1412,367
1413,336
1414,359
1415,341
1416,318
1417,355
1418,362
1419,338
1420,349
1421,387
1422,379
1423,360
1424,386
1425,348
1426,404
1427,369
1428,366
1429,369
1430,462
1431,420
1432,445
1433,430
1434,392
1435,384
1436,381
1437,397
1438,378
1439,357
1440,400
1441,401
1442,392
1443,395
1444,383
1445,390
1446,372
1447,451
1448,397
1449,349
1450,416
1451,388
1452,398
1453,372
1454,401
1455,440
1456,417
1457,418
1458,409
1459,430
1460,425
1461,408
1462,417
1463,409
1464,437
1465,423
1466,447
1467,405
1468,429
1469,446
1470,431
1471,466
1472,451
1473,498
1474,478
1475,471
1476,459
1477,499
1478,444
1479,479
1480,430
1481,402
1482,435
1483,453
1484,428
1485,448
1486,479
1487,460
1488,448
1489,417
1490,440
1491,481
1492,420
1493,439
1494,485
1495,410
1496,427
1497,475
1498,459
1499,453
1500,435
1501,492
1502,484
1503,458
1504,440
1505,517
1506,431
1507,483
1508,450
1509,442
1510,441
1511,440
1512,457
1513,463
1514,508
1515,543
1516,525
1517,512
1518,492
1519,515
1520,507
1521,469
1522,483
1523,487
1524,489
1525,512
1526,472
1527,494
1528,512
1529,463
1530,465
1531,491
1532,468
1533,505
1534,556
1535,515
1536,511
1537,524
1538,499
1539,486
1540,506
1541,470
1542,468
1543,484
1544,533
1545,501
1546,513
1547,508
1548,519
1549,535
1550,541
1551,557
1552,524
1553,499
1554,560
1555,579
1556,636
1557,605
1558,552
1559,564
1560,539
1561,545
1562,543
1563,562
1564,504
1565,535
1566,602
1567,503
1568,495
1569,583
1570,541
1571,551
1572,506
1573,537
1574,516
1575,567
1576,556
1577,566
1578,513
1579,547
1580,574
1581,499
1582,548
1583,585
1584,526
1585,554
1586,546
1587,523
1588,554
1589,525
1590,577
1591,578
1592,589
1593,540
1594,549
1595,590
1596,622
1597,658
1598,636
1599,628
1600,616
1601,641
1602,614
1603,579
1604,571
1605,597
1606,556
1607,573
1608,566
1609,595
1610,591
1611,575
1612,559
1613,596
1614,581
1615,580
1616,591
1617,551
1618,598
1619,563
1620,583
1621,580
1622,593
1623,636
1624,611
1625,600
1626,566
1627,603
1628,620
1629,593
1630,620
1631,589
1632,583
1633,645
1634,626
1635,561
1636,568
1637,664
1638,633
1639,698
1640,716
1641,713
1642,730
1643,654
1644,656
1645,602
1646,609
1647,615
1648,651
1649,625
1650,638
1651,624
1652,626
1653,588
1654,606
1655,603
1656,620
1657,659
1658,598
1659,609
1660,646
1661,589
1662,585
1663,623
1664,635
1665,605
1666,639
1667,620
1668,668
1669,603
1670,603
1671,723
1672,700
1673,612
1674,672
1675,659
1676,613
1677,659
1678,660
1679,654
1680,712
1681,768
1682,741
1683,738
1684,657
1685,695
1686,667
1687,721
1688,706
1689,645
1690,720
1691,688
1692,664
1693,672
1694,747
1695,698
1696,709
1697,638
1698,657
1699,680
1700,675
1701,663
1702,651
1703,613
1704,635
1705,649
1706,657
1707,666
1708,716
1709,682
1710,698
1711,697
1712,662
1713,710
1714,703
1715,696
1716,719
1717,664
1718,744
1719,680
1720,734
1721,715
1722,730
1723,827
1724,795
1725,797
1726,708
1727,723
1728,692
1729,726
1730,714
1731,713
1732,719
1733,724
1734,695
1735,770
1736,704
1737,716
1738,690
1739,722
1740,700
1741,730
1742,656
1743,683
1744,788
1745,771
1746,747
1747,736
1748,744
1749,714
1750,742
1751,726
1752,743
1753,738
1754,765
1755,715
1756,756
1757,778
1758,770
1759,700
1760,700
1761,766
1762,747
1763,821
1764,840
1765,812
1766,839
1767,810
1768,769
1769,768
1770,783
1771,792
1772,736
1773,802
1774,726
1775,787
1776,744
1777,761
1778,744
1779,762
1780,762
1781,811
1782,769
1783,759
1784,747
1785,748
1786,788
1787,703
1788,802
1789,738
1790,774
1791,761
1792,777
1793,738
1794,747
1795,749
1796,784
1797,822
1798,754
1799,770
1800,770
1801,795
1802,816
1803,773
1804,836
1805,846
1806,950
1807,872
1808,807
1809,837
1810,810
1811,798
1812,819
1813,818
1814,821
1815,804
1816,796
1817,852
1818,812
1819,777
1820,782
1821,807
1822,771
1823,803
1824,783
1825,786
1826,829
1827,803
1828,815
1829,815
1830,753
1831,777
1832,811
1833,825
1834,807
1835,770
1836,757
1837,875
1838,784
1839,811
1840,790
1841,769
1842,806
1843,837
1844,811
1845,832
1846,873
1847,898
1848,982
1849,994
1850,901
1851,922
1852,892
1853,809
1854,850
1855,856
1856,835
1857,852
1858,764
1859,823
1860,839
1861,828
1862,829
1863,794
1864,789
1865,823
1866,844
1867,817
1868,816
1869,822
1870,827
1871,814
1872,828
1873,820
1874,854
1875,821
1876,844
1877,851
1878,838
1879,853
1880,850
1881,764
1882,827
1883,838
1884,816
1885,860
1886,848
1887,881
1888,949
1889,1001
1890,994
1891,936
1892,914
1893,888
1894,896
1895,913
