 ,1
2889,27
2890,18
2891,26
2892,28
2893,23
2894,27
2895,27
2896,26
2897,27
2898,29
2899,24
2900,21
2901,19
2902,27
2903,20
2904,29
2905,26
2906,20
2907,27
2908,19
2909,16
2910,25
2911,18
2912,21
2913,23
2914,32
2915,21
2916,30
2917,29
2918,32
2919,24
2920,31
2921,28
2922,23
2923,22
2924,22
2925,16
2926,24
2927,30
2928,25
2929,32
2930,20
2931,28
2932,22
2933,35
2934,25
2935,22
2936,18
2937,27
2938,25
2939,19
2940,26
2941,22
2942,13
2943,23
2944,25
2945,17
2946,22
2947,23
2948,19
2949,32
2950,20
2951,30
2952,25
2953,20
2954,23
2955,30
2956,33
2957,27
2958,21
2959,23
2960,20
2961,26
2962,30
2963,26
2964,23
2965,18
2966,19
2967,28
2968,18
2969,18
2970,12
2971,17
2972,13
2973,26
2974,21
2975,26
2976,24
2977,27
2978,26
2979,23
2980,20
2981,20
2982,24
2983,22
2984,21
2985,21
2986,20
2987,27
2988,29
2989,19
2990,22
2991,30
2992,17
2993,17
2994,20
2995,30
2996,19
